转化能力,"#早安头条# 双赢模式：
双赢强调的是双方的利益兼顾，即所谓的“赢者不全赢，输者不全输”。这是营销中经常用的一种理论。多数人的所谓的双赢就是大家都有好处，至少不会变得更坏。“双赢”模式是中国传统文化中“和合”思想与西方市场竞争理念相结合的产物。在现代企业经营管理中，有人强调“和谐高于一切”，有人提倡“竞争才能生存”，而实践证明，和谐与竞争的统一才是企业经营的最高境界。市场经济是竞争经济也是协作经济，是社会化专业协作的大生产，因此在市场经济条件下的企业运作中，竞争与协作不可分割地联系在一起。
 ",1.4万阅读,8赞,1评论,2019-03-18 21:23
转化能力,"我是谁不重要，你是谁也不重要。
对你有价值有用，能够帮助到你最重要！",4.3万阅读,41赞,5评论,2019-03-18 02:36
转化能力,"#早安头条#
一张图告诉你如何挖掘“品牌核心价值”",3.9万阅读,47赞,24评论,2019-03-17 18:56
转化能力,"#早安头条#
WBS任务分解法

一，WBS的具体含义

WBS任务分解法源于项目管理，即英文“Work Breakdown Structure”的缩写，指的是对应当由项目团队执行以便实现项目目标，并创造必要的可交付成果工作，按可交付成果所做的层次分解。

WBS将项目的整个范围组织在一起并加以明确，每向下分解一个层次，就意味着项目工作的定义又深入了一步。

二、WBS的三个关键词

WBS包含3个关键词：任务（work)、分解(breakdown)、结构(structure）
1.任务（work)--可以产生有形结果的工作任务，如展业，可以直接给我们带来客户数量增加的结果。

2.分解(breakdown)--是一种逐步细分和分类的层级结构，就是指把大项的工作任务分解为具体的工作，再把每一项工作细分为许多个活动。例如展业这一项任务，就可以分解为陌拜、电销、派单、插车等多项工作，而仅仅是陌拜这一件工作，又可以细分成提前了解客户资料、准备好开场话术、顺利地过前台、与客户进行有效沟通等多项具体的活动。

3.结构(structure)--按照一定的模式组织各部分。也就是说，无论你把一项任务分解成了多少项工作、活动，这些工作、活动都应该是结构分明的，它们之间存在着一定的内在联系，我们一定要对这种联系了如指掌，才能高效地完成工作。",2.1万阅读,15赞,3评论,2019-03-13 21:46
转化能力,"#早安头条# 营销工作计划3步逻辑：
1.目标到策略
2.策略到计划
3.计划到执行
https://m.toutiaocdn.cn/group/6667505407738511879/?iid=65740268054&app=news_article&timestamp=1552438160&group_id=6667505407738511879",2.3万阅读,15赞,5评论,2019-03-12 20:50
转化能力,"#早安头条#
一份好的营销工作计划
1.明确的目标
2.有效的策略方法
3.落地的行动计划
4.执行跟踪体系",3.2万阅读,38赞,26评论,2019-03-11 20:32
转化能力,"营销的8大核心工作
https://m.toutiaocdn.cn/item/6666770067654443534/?iid=65740268054&app=news_article&timestamp=1552307337&group_id=6666770067654443534",2.8万阅读,26赞,7评论,2019-03-11 08:29
转化能力,"【5HW2分析法】

(1)Why：为何—-为什么要如此做？

(2)What：何事—-做什么？准备什么？

(3)Where：何处—-在何处着手进行最好？

(4)When：何时—-什么时候开始？什么时候完成？

(5)Who：何人—-谁去做？

(6)How：如何—-如何做？

(7)How much：何价—-成本如何？达到怎样的效果？

包含了品牌从战略（WHO、WHY）到策略（WHAT、WHEN、WHER）直至战术（HOW）的完整运作系统，在加上另一个H—-HOW MUCH（多少）即品牌预算，实际就是一个完整的品牌运作全案！

做任何工作都应该从5W2H来思考?有助于我们的思路的条理化，杜绝盲目性。",6.3万阅读,86赞,72评论,2019-03-11 08:18
转化能力,"TIME is MONEY
#早安头条#",1.1万阅读,8赞,0评论,2019-03-09 18:38
转化能力,"#早安头条#
转化能力有什么用？",2.1万阅读,21赞,4评论,2019-03-07 16:31
转化能力,[握手]//@家里有点田:这个主人非常细致，已经关注了一年多。,7595阅读,8赞,2评论,2019-03-07 07:50
转化能力,"#早安头条#
2019年营销工作如何安排，分解，落地。
https://m.toutiaocdn.cn/group/6665270959450096136/?iid=65107682768&app=news_article&timestamp=1551913044&group_id=6665270959450096136",3.0万阅读,24赞,6评论,2019-03-06 18:00
转化能力,好，私信//@豆浆油条酒:已购买,8719阅读,4赞,0评论,2019-03-05 09:05
转化能力,"企业家最应该关心的是什么？
中国企业家询问美国企业家的时候最多提及的两个问题是：

（1）你的企业有多少人？

（2）销售额有多少？

但是，美国企业家最多提及的两个问题是：

（1）你有多少用户？

（2）你对顾客价值的贡献所占的比率是多少？",3.6万阅读,23赞,7评论,2019-03-03 17:34
转化能力,"恭喜武磊成为西甲历史上首位取得进球的中国球员！
好的开始[赞][赞][赞][鼓掌][鼓掌][鼓掌]
给您带来好运气",5.1万阅读,84赞,22评论,2019-03-02 08:47
转化能力,"“连接共生”2019年春季转化精英荟，相聚上海线下活动，带着问题来，诊断，分享，培训，互动。
欢迎参加，报名微信：oogong",1.8万阅读,9赞,4评论,2019-03-02 07:59
转化能力,"｝#早安头条# 4C理论：
4C理论是由美国营销专家劳特朋教授在1990年提出的，它以消费者需求为导向。

4C理论强调企业 首先应该把追求顾客满意放在第一位，其次是努力降低顾客的购买成本，然后要充分注意到顾客购买过程中的便利性，而不是从企业的角度来决定销售渠道策略，最后还应以消费者为中心实施有效的营销沟通。

消费者的需求与欲望（Consumerneedswants）把产品先搁到一边，赶紧研究消费者的需求与欲望，不要再卖你能制造的产品，而要卖某人确定想要买的产品；

消费者愿意付出的成本（Cost）暂时忘掉定价策略，赶快去了解消费者要满足其需要与欲求所必须付出的成本；

购买商品的便利（Convenience），忘掉通路策略，应当思考如何给消费者方便以购得商品；

沟通（Communication），最后请忘掉促销，90年代以后的正确新词汇应该是沟通。",3.0万阅读,29赞,11评论,2019-03-01 18:47
转化能力,"#早安头条#
长尾理论
与二八法则相对，21世纪又出现了长尾理论，长尾理论的基本原理是：只要存储和流通的渠道足 够大，需求不旺或销量不佳的产品所共同占据的市场份额可以和那些少数热销产品所占据的市场份额相匹敌甚至更大。

即众多小市场汇聚成可与主流大市场相匹敌的 市场能量。在长尾理论中，实际上“长尾”是二八法则中原先不怎么被重视的那80%非关键的市场和低收益客户等等。

长尾理论要想发挥效果必须具备条件：足够的存储和流通的渠道，并且市场维护成本要尽可能小。计算机和网络技术高度发展使之得以实现。因此我们看到大批长尾理论的获利者都是互联网企业，传统市场中“二八定律”依旧大行其道，毋庸置疑。",3.9万阅读,26赞,11评论,2019-02-28 17:41
转化能力,"#早安头条# 营销常用方法分享
二八法则
意大利经济学家帕累托提出，80%的收入来源于20%的客户，公司里20%的员工完成80%的业绩，20%的强势品牌占据着80%的市场。

“二八法则”要求管理者在工作中不能“胡子眉毛一把抓”，而是要抓关键人员、关键环节、关键用户、关键项目、关键岗位。“二八法则”之所以得到业界的推崇，就在于其提倡的“有所为，有所不为”的经营方略，确定了传媒业的视野。",3.3万阅读,22赞,7评论,2019-02-27 17:02
转化能力,"#方法分享#
在企业日常管理中会有一个工作方法，称为OGSM-T，这个方法同样适用于同学们的日常学习和生活。

1.目的（objectives）

也就是需要确认你的方向是什么，你需要达成什么。通常指长期的时间框架（如4年）；通常指一个领域或最多两个领域，并且对核心领域做质的描述；目的通常来自于自我创立、方向指引、使命定位。

2.目标（goals）

怎样衡量达成目的过程中的进展？对目的作量化指标；周期性（季度或月度）追踪；尽量用图表报告。目标应该是明确的，可量化、可实现并且与目的一致。制定目标应遵循SMART原则：明确的（specific）、可衡量的（measurable）、切实可行的（achievable）、结果导向的（result-oriented）、有时间限制的（time-limited）。

3.策略（strategies）

策略是指怎样达到目标。「策略」通常包括所用工具、核心事务以及关键成功要素；「目的」是决定与方向，「策略」是为达到「目的」及其「目标」所做的选择；「策略」不能太多，否则会失去重心，分散资源。通常限定在五个或更少。

4.衡量标准（measures）

你关心什么，就衡量什么；只有衡量你想得到的，你才有可能得到；没有衡量就没有管理。衡量标准应该是明确的，可量化、可实现并且与目的及其目标一致。制定衡量标准也要遵循SMART原则。

5.行动方案（tactics）

指具体的活动或项目，完成这些活动将获得竞争优势。步骤：写下所有为达成目标必须做的事；责任：每一个步骤由谁负责；支持：期望什么样及谁的帮助；时间：每一个步骤开始及完成的时间框架，或者流程顺序；每月评估：追踪进度，若有差距及时调整。

这是企业管理中最常用的工具，如果你可以在日常生活中就采用，你一定会获得收获并受益终生。",3.2万阅读,21赞,9评论,2019-02-27 05:14
转化能力,"#我要上头条#
转化能力构建“营销共同体大平台”
是一个为别人带来好处，帮助别人，转化价值的平台
为营销精英发挥价值，帮助企业和个人创造价值。
欢迎您的加入",2.1万阅读,15赞,3评论,2019-02-26 09:05
转化能力,"特别通知
购买专栏后没拿到源文件的，请加
V信：yesokppt，专人负责发给你
感谢捧场",1.5万阅读,6赞,0评论,2019-02-26 08:38
转化能力,"#我要上头条#
员工表现不好，不全是员工的问题
1、你是不是了解你的员工，充分了解员工的能力
2、你有没有把布置的工作说清楚，清晰的工作任务
3、有没有让员工感觉到你对他的认可，多点鼓励
4、是不是让员工看到企业的积极发展态势，团队建设
5、你有没有换位思考，各自的努力和付出
没有一无是处的员工，只有不会使用好员工的领导！
为每天努力工作的职场精英点赞",4.3万阅读,36赞,8评论,2019-02-25 20:05
转化能力,"华为人力资源管理哲学的核心逻辑——「价值规律」：价值创造、价值评价、价值分配。
其核心逻辑就是，如何建立一种机制去牵引全体员工拼命地创造价值，创造了价值，价值评价和价值分配才会有基础。

第二个逻辑是，创造了价值，如何去进行评价。华为有针对不同人群的价值评价机制，去牵引不同岗位在自己的业务范围内做出贡献。

第三个逻辑是，根据价值评价合理地做出价值分配。价值分配只有真正地反馈到价值创造方面，才能够让大家拼命地往前冲。华为就是通过价值分配和激励机制给员工分钱，给员工加薪，配股分红，来激发大家的斗志，不断激励员工创造更大的价值。

核心价值观是华为的组织之魂。华为把「以客户为中心，以奋斗者为本，长期艰苦奋斗」的核心价值观融进了18万华为人的血脉之中，更融入到了整个组织的制度与流程体系。是价值观决定了华为的制度走向、制度框架和制度创新，并进而成为左右华为人才战略与干部取向的根本准则。",4.4万阅读,32赞,12评论,2019-02-24 17:53
转化能力,"#早安头条#
【管理者需要注意的】
管理者会关注工作目标，更不要忽略掉「人的价值」，唯有做好这两件事，管理工作本质才会呈现出来。",2.5万阅读,10赞,0评论,2019-02-21 18:01
转化能力,"销售2月份最重要的5件工作
1、销售人员的工作状态调整
2、渠道重点客户代理商、门店的沟通
3、第一季度具体落地工作的跟踪
4、2019年度销售绩效落地考核，月度考核
5、销售问题的汇总分析，提早解决
2019年有个好的开始、好的开始是成功的一半！
 ",6.6万阅读,88赞,32评论,2019-02-20 05:32
转化能力,战略规划秘籍,1.5万阅读,9赞,4评论,2019-02-19 08:48
转化能力,"要感恩那些对你好的人，
因为他们沒有义务这样。

—— 朱德庸",3.4万阅读,27赞,1评论,2019-02-16 18:02
转化能力,"人与人最大的区别是思维方式
 
【托利得定律】
“判断一个人的智力是否上乘，就看他脑子里是否能同时容纳下两种不同的人思想，而无碍于其处世行事。“
法国社会学家托利德
仅供参考",5.4万阅读,47赞,15评论,2019-02-15 04:42
转化能力,"季羡林：
「聪明的人下笨功夫」，这一定有大成就；「笨人下笨功夫」，也能有所成就；等而下之，「聪明人下聪明功夫」，就谈不上会有什么成就了。而「笨人下聪明功夫」，那就几近滑稽了。",3.7万阅读,40赞,19评论,2019-02-14 18:22
转化能力,不负春光起好步，追梦出彩开好局,2.0万阅读,17赞,4评论,2019-02-13 18:39
转化能力,"销售是用问的，不是用说的
1、我们卖的是帮用户解决问题的方案
2、把问问题当成一种习惯而不是技巧
3、销售是个发问的流程，引导顾客思考的流程
4、一步步让用户说“yes”的流程
5、给用户带来好处
成交关键3步曲：
顾客购买的关键按钮“问”“听”“看”",5.5万阅读,43赞,16评论,2019-02-13 07:51
转化能力,"分享稻盛和夫【管理理念】

1.制度观：制度是公司发展的基石，但与制度相比，更重视人心。

2.激励观：员工动力一定要有物质基础，与物质激励相比，更重视精神奖励。

3.利益观：与股东利益相比，更重视员工利益。

4.人才观：才能固然重要，与才能相比，更重视人的品行。",7.9万阅读,115赞,69评论,2019-02-11 19:01
转化能力,总结的好[赞][赞][赞]//@停--回头看:工作有目标！事情要落地！人心要巩固！节点要狠抓！,7280阅读,8赞,3评论,2019-02-10 22:31
转化能力,"祝您开工大吉[666][666][666]
天时.地利.人和.事顺！",6.4万阅读,89赞,35评论,2019-02-10 22:09
转化能力,"假期10天充电计划”最后一篇
新春知识福利、2月10日免费分享
《如何构建有效的服务管理体系》
点击链接直接下载
https://pan.baidu.com/s/1hjBQBl2ikgZWcOswHITw2Q
 ",2.0万阅读,15赞,2评论,2019-02-09 18:14
转化能力,"大年初五财神到，恭喜发财[祈祷][祈祷][祈祷][祈祷][祈祷]
假期10天充电计划”
新春知识福利、2月9日免费分享
《营销企划书实用10大表格》
点击链接直接下载
https://pan.baidu.com/s/1tWNf15F9Yi_IMZlNB6TFOw",3.2万阅读,24赞,11评论,2019-02-08 18:28
转化能力,您是劳模，他不是劳模，您是老板，他不是老板 公司有制度不执行就是摆设，上下不一心，您会很累，节后等他来了，跟他面谈一下，不在于早来晚来几天，重要的是 是否用心！//@劳动模范余铁柱:说好了初八上班，员工讨价还价，说初八赶不回来。这样的情况怎么处理？,6799阅读,2赞,0评论,2019-02-08 00:20
转化能力,"假期10天充电计划”
新春知识福利、2月8日免费分享
《30种企业战略管理工具》
点击链接直接下载
https://pan.baidu.com/s/1coUI_z6yNeCzJZUZw-zy7g",2.5万阅读,12赞,3评论,2019-02-07 19:01
转化能力,"假期10天充电计划”
新春知识福利、2月7日免费分享
《管理者的角色定位》
点击链接直接下载
https://pan.baidu.com/s/1x-UgtIMfvtB5I76IaTOMwg
 ",2.1万阅读,8赞,2评论,2019-02-06 19:38
转化能力,"假期10天充电计划”
新春知识福利、2月6日免费分享
《项目经理实用的项目管理10大表格》
点击链接直接下载
https://pan.baidu.com/s/1ZQlBAPbZ68CQRfSUBwTgaw",3.3万阅读,24赞,7评论,2019-02-05 19:37
转化能力,"给您拜年，恭祝新春快乐，万事如意！
“假期10天充电计划”
新春知识福利、2月5日免费分享
《中小企业行政管理办法》
点击链接直接下载
https://pan.baidu.com/s/1b18b1E2NCUiKMv5Q2lBWWw",2.7万阅读,7赞,5评论,2019-02-04 19:43
转化能力,"“假期10天充电计划”
新春知识福利、2月4日免费分享
《品牌管理结构及整合架构》
点击链接直接下载
https://pan.baidu.com/s/1HcC4E-qCe2knBzOAOJ-0Kg",2.7万阅读,24赞,3评论,2019-02-03 15:27
转化能力,"假期10天充电计划”
新春知识福利、2月3日免费分享
《企业管理体系-所有流程汇编》
点击链接直接下载
https://pan.baidu.com/s/1CGUOmpInrwPzUaz22VZTqw
 ",1.1万阅读,9赞,2评论,2019-02-02 17:16
转化能力,"“假期10天充电计划”
新春知识福利、2月2日免费分享
《知识就是力量12份文件汇编》
点击链接直接下载，知识就是力量12份文件汇编下载https://pan.baidu.com/s/1vytwTiGXFc-veMKTQozRGQ",2.8万阅读,20赞,3评论,2019-02-02 06:58
转化能力,"“假期10天充电计划”
新春知识福利、2月1日免费分享
《如何成为一个卓有成效的管理者》
点击链接直接下载
https://pan.baidu.com/s/1b_HPjmeDBjIRF9taq5ycRA",2.7万阅读,16赞,10评论,2019-02-01 10:09
转化能力,"二月，你好！
红红火火过大年[心][心][心][撒花][撒花][撒花]",1.6万阅读,12赞,1评论,2019-01-31 16:46
转化能力,"#2018头条记忆#
用户思维",3.7万阅读,25赞,7评论,2019-01-31 16:38
转化能力,"#发财中国年#
影响趋势的趋势.
大势所趋，顺势而为。
预祝您2019年，猪事顺利！",3.2万阅读,18赞,0评论,2019-01-30 18:17
转化能力,您真早[玫瑰][玫瑰][玫瑰]//@十三王爷11:辛苦了，龚老师！,4891阅读,3赞,0评论,2019-01-28 15:53
转化能力,"策略是完成目标的方法和手段
策略的核心是有效
通常企业有哪些策略？
一级策略
1.市场策略
2.产品策略
3.品牌策略
4.管理策略
5.营销策略
二级策略
6.渠道策略
7.推广策略
8.传播策略
9.促销策略
10.活动策略",3.9万阅读,38赞,27评论,2019-01-28 15:27
转化能力,"PDCA循环现代观点
P（Planning）——计划职能包括三小部分：目标（goal）、实施计划（plan）、收支预算（budget）。
D（design)——设计方案和布局。
C（4C)——4C管理：Check（检查）、Communicate（沟通）、Clean （清理）、Control（控制）。
A（2A)——Act（执行，对总结检查的结果进行处理）、Aim（按照目标要求行事，如改善、提高）。",6.3万阅读,78赞,54评论,2019-01-28 15:18
转化能力,"平凡简单，安于平凡，真不简单。

——三毛",2.1万阅读,18赞,4评论,2019-01-27 16:36
转化能力,"今日头条【知识年货】活动大优惠
最后一天，错过要等一年！
#知识年货节#
2019年业绩保驾护航专栏：为总经理，营销总监定制的2019年业绩如何制定和完成源文件汇编专栏优惠
https://m.toutiao.com/column/v2/index/column/landing/?column_id=1606408704651283
2019年战略制定规划专栏：2019年战略规划怎么做全套源文件汇编专栏优惠
https://m.toutiao.com/column/v2/index/column/landing/?column_id=1618735858109443",1.8万阅读,4赞,5评论,2019-01-26 18:23
转化能力,据说领了0.88元的，2019都会“发”[呲牙]！//@大风144816120:我也是噢,4795阅读,0赞,0评论,2019-01-25 11:36
转化能力,0.88[捂脸]#发财中国年#,1.8万阅读,13赞,9评论,2019-01-25 11:31
转化能力,"今日头条#知识年货节# 专栏优惠活动
最后两天，千万别错过哦
为总经理，营销总监定制的2019年业绩如何制定和完成源文件汇编专栏（五折优惠）
https://m.toutiao.com/column/v2/index/column/landing/?column_id=1606408704651283
2019年战略规划怎么做全套源文件汇编专栏优惠50元
https://m.toutiao.com/column/v2/index/column/landing/?column_id=1618735858109443",1.4万阅读,5赞,1评论,2019-01-25 08:16
转化能力,"“事者，生于虑，成于务，失于傲”
出自《管子·乘马》",2.2万阅读,26赞,4评论,2019-01-24 18:11
转化能力,"#知识年货节#
如何确保2019年“活跃度”云图。
@吴晓波频道 @进击课堂",2.8万阅读,24赞,8评论,2019-01-23 22:28
转化能力,土豪啊，不考虑流量了[呲牙]//@冏囧不囧:地铁上信号差，点坐好板凳，网好了在看[酷拽],4311阅读,4赞,0评论,2019-01-21 05:28
转化能力,"#知识年货节# 今日头条【知识年货节】
～活动5折大优惠
为总经理，营销总监定制的2019年业绩如何制定和如何完成源文件汇编专栏（如何助力2019年完成销售业绩，利润指标，企业发展，点击了解活动详情）
https://m.toutiao.com/column/v2/index/column/landing/?column_id=1606408704651283
* 2019年销售目标如何制定？
*2019年销售目标如何分解？
*2019年营销目标如何完成？
20多年职场市场营销工作经验的营销老兵为您定制的专栏汇编源文件。
把最干货的内容都整理在我的主页专栏里，请您关注1月21日-28日期间联合头条发起【知识年货节】活动，更优惠，一年一次的知识年货活动，不要错过。
另外2019年战略规划怎么做 全套源文件汇编专栏也有优惠哦
https://m.toutiao.com/column/v2/index/column/landing/?column_id=1618735858109443",7.0万阅读,103赞,4评论,2019-01-20 18:20
转化能力,"今日头条【知识年货】活动大优惠
2019年业绩目标如何制定，2019年业绩目标如何完
成？汇编源文件专栏https://m.toutiao.com/column/v2/index/column/landing/?column_id=1606408704651283
2019年战略规划怎么做？汇编源文件专栏
https://m.toutiao.com/column/v2/index/column/landing/?column_id=1618735858109443
1月21日-28日期间联合头条发起【知识年货】活动，更优惠，一年一次的知识年货活动，不要错过。
记得领取优惠券哦。",1.4万阅读,15赞,1评论,2019-01-20 11:11
转化能力,"“转化能力”
2019年希望能够给您带来更大的帮助[玫瑰][玫瑰][玫瑰]
感谢您持续的关注和转发！",2.9万阅读,22赞,3评论,2019-01-20 04:49
转化能力,"#观点#企业经营目标重要性的先后排序
对1000名管理人员就各种企业目标重要性的先后次序进行调查的结果：
1、企业效率
2、高生产率
3、利润最大化
4、企业增长
5、行业领导者身份
6、企业稳定
7、员工福利
8、社会福利
2019年1月19日",2.0万阅读,14赞,5评论,2019-01-19 01:10
转化能力,转化能力聚焦分享营销领域的营销工具，管理方法，营销思维，品牌打造，产品管理等，主要涵盖管理、营销、品牌、产品、能力5大模块的内容创作，请您关注，感谢。,2.9万阅读,30赞,19评论,2019-01-18 03:17
转化能力,说的在理[赞]//@小老赵29303694:老板们就想省事，降价促销、廉价礼赠、同质化的会员服务，因为他们总想立竿见影出效果，而又不愿去思考如何创新性的迎合并满足消费者的需求,5959阅读,2赞,0评论,2019-01-14 06:06
转化能力,"生意人掌握的八步营销策略
1、描绘目标用户的精准画像
2、设置吸引用户关注的诱饵
3、通过展示和互动，建立信赖感和价值感
4、无法抗拒的成交主张
5、解决用户的后顾之忧
6、给用户制造惊喜
7、转介绍传播机制，口碑传播
8、测试优化，提高成交转化率
 ",3.9万阅读,47赞,32评论,2019-01-14 04:31
转化能力,"重要通知：
购买专栏文章者如何拿到源文件
购买后加V信yesokppt，备注购买的专栏名称，由于要文件的人较多，加微后还望耐心等待工作人员的回复。因为头条跟腾讯不是一个平台，购买的朋友还要提供一下购买凭证（头条--我的--我的书架--已购）。
感谢您的捧场。",1.5万阅读,9赞,1评论,2019-01-12 22:14
转化能力,"无知的智慧
知道自己的无知是智慧
承认自己无知是境界
无知是一种态度，无知是最大的学习
知道无知是幸福，无知，不会逞强
无知才会变的有知
你知道自己无知吗？",2.1万阅读,4赞,2评论,2019-01-09 20:53
转化能力,"营销不是讲道理，营销的核心是一个“活”字
学了很多道理，企业还是经营不好，营销的核心是有效和落地，营销核心4个目标:
1、完成制定的销售业绩目标
2、确保企业经营盈利
3、让企业和员工共同成长
4、为社会创造价值
对得起企业，对得起自己，对得起团队，对得起社会。
知识、资源、组织、结构、思维、系统、流程、活学活用.
2019年1月8日",3.8万阅读,46赞,15评论,2019-01-08 02:37
转化能力,"2019年发展蓝图规划（SMART工具）
请参照以下方式制定：
S（具体的）：你的目标一定是非常具体的，不能是2019年我要盈利，而是要改为2019年我要完成1000万利润；
M（可衡量的）：这个目标一定要可以衡量，不能说2019年我要幸福，而要改为如何2019年我可以嫁人，我就是幸福的（随便举个例子），要不这个幸福真的是太难以衡量了；
A（可实现的）：这个目标是有一定的挑战性，但是也不是好高骛远的，一定是努努力可以实现的那种。所以前面是目标不是一个亿，因为对于普通人来讲确实太难了；
R（相关的）：这个目标一定是自己内心非常想实现的，而不是别人的目标，一定要与自己相关，才会愿意实现，才会为之努力；
T（有时间限制的）：目标一定要有时间限制，要把这个目标分解成一个个小目标，分步骤来去实现，但是一定要有里程碑的时间节点，这样目标才能变成现实。
2019年1月2日",3.4万阅读,20赞,7评论,2019-01-02 03:36
